order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
591,292,939,81,285.09,2752.2,2021-02-28,5 Westerfield Alley,PayPal,processing
592,875,604,59,200.48,3632.1,2021-02-05,10878 Eliot Junction,Apple Pay,processing
593,376,603,31,424.1,7164.35,2020-04-02,12 Crest Line Lane,credit card,pending
594,282,402,80,327.32,2849.05,2021-10-08,05771 Mifflin Park,PayPal,processing
595,428,829,82,604.28,2111.55,2020-05-03,894 Hauk Parkway,PayPal,processing
596,152,8,43,568.35,7364.89,2021-12-20,583 Red Cloud Road,PayPal,pending
597,716,234,49,436.19,6032.04,2021-05-10,28697 Roth Junction,PayPal,pending
598,534,510,88,360.96,6989.8,2021-01-11,0756 Monterey Plaza,credit card,pending
599,212,120,1,108.54,47.51,2022-04-21,0 Continental Court,credit card,pending
600,66,788,62,957.87,8991.95,2021-10-30,1706 Pond Trail,credit card,pending
601,753,806,14,280.84,528.13,2020-05-09,928 Cordelia Circle,credit card,delivered
602,161,869,50,563.49,178.37,2020-11-16,958 Surrey Terrace,PayPal,processing
603,69,362,67,995.21,4931.31,2020-10-14,08 Jackson Place,PayPal,delivered
604,609,730,18,873.4,9014.96,2021-04-11,98 Kennedy Pass,Apple Pay,processing
605,623,373,18,917.33,9651.96,2022-03-28,623 Cascade Circle,credit card,pending
606,54,331,22,750.87,6675.91,2020-10-10,733 Prairie Rose Drive,credit card,pending
607,357,656,15,187.87,685.07,2022-10-09,0772 West Drive,PayPal,delivered
608,68,761,43,571.18,5717.59,2021-01-28,769 Burrows Junction,Apple Pay,delivered
609,396,70,95,995.61,8192.08,2022-03-11,2 Twin Pines Hill,PayPal,delivered
610,694,196,100,370.38,8588.57,2021-01-04,417 Troy Trail,Apple Pay,pending
611,573,17,84,564.33,7154.94,2021-12-09,9831 Clarendon Park,Apple Pay,shipped
612,569,602,43,781.07,5617.9,2021-05-16,18 Stoughton Plaza,Apple Pay,pending
613,738,600,100,107.82,3854.04,2022-06-18,38819 Steensland Road,PayPal,pending
614,805,915,98,244.2,9174.57,2020-10-21,5340 Ronald Regan Center,credit card,pending
615,745,102,30,247.35,494.44,2022-07-30,77809 Bonner Center,PayPal,processing
616,866,188,40,909.01,8359.03,2020-07-29,4610 Evergreen Street,credit card,shipped
617,915,345,93,172.16,4190.44,2021-02-12,01 Summerview Terrace,credit card,delivered
618,676,963,59,869.14,6136.23,2021-06-19,240 Schlimgen Street,PayPal,delivered
619,191,568,8,281.6,521.93,2020-10-27,41573 Lakewood Gardens Drive,credit card,shipped
620,503,195,30,6.16,9419.69,2021-09-01,17 Waubesa Pass,credit card,delivered
621,137,416,31,863.1,2801.24,2021-08-05,33248 Sachs Parkway,PayPal,pending
622,577,913,30,838.13,6264.9,2022-11-11,123 Morrow Street,credit card,pending
623,521,96,63,285.56,5214.48,2020-11-30,47 Briar Crest Trail,Apple Pay,pending
624,909,65,46,477.67,525.85,2022-05-26,35 Eliot Place,PayPal,pending
625,658,165,71,107.54,2090.8,2020-09-24,416 Debra Hill,PayPal,delivered
626,104,197,26,370.48,184.29,2020-10-24,91230 Northport Terrace,PayPal,processing
627,828,266,60,769.48,3116.12,2022-03-11,28 Carberry Circle,Apple Pay,pending
628,642,705,9,871.98,9791.76,2020-12-20,4 Knutson Road,Apple Pay,processing
629,399,301,4,445.0,6364.54,2021-04-05,56 Crest Line Road,Apple Pay,processing
630,528,207,38,882.22,1128.72,2020-07-23,69 Cottonwood Court,credit card,processing
631,362,658,35,734.23,3921.21,2020-05-05,09 Cody Court,PayPal,delivered
632,306,501,80,490.04,6712.04,2020-03-24,893 Farmco Lane,credit card,pending
633,141,106,67,260.41,2362.26,2021-10-02,4390 Eagle Crest Drive,credit card,processing
634,156,547,58,18.55,4347.55,2021-05-06,69 8th Street,credit card,shipped
635,375,646,32,34.08,2927.41,2022-09-27,44 American Ash Avenue,Apple Pay,shipped
636,698,312,93,24.56,8908.53,2022-01-06,98 Clove Junction,credit card,delivered
637,735,947,52,79.24,7193.29,2021-06-09,424 Victoria Terrace,Apple Pay,delivered
638,690,20,23,438.42,5014.6,2020-07-17,86185 Westridge Terrace,PayPal,delivered
639,793,581,11,104.14,1808.03,2022-11-27,6870 Oak Valley Road,Apple Pay,processing
640,597,900,84,214.65,6662.5,2022-09-20,968 Fulton Avenue,Apple Pay,shipped
641,887,836,14,445.36,5535.29,2022-09-14,916 Springs Circle,credit card,pending
642,26,576,94,25.33,1225.62,2021-11-23,0 Bonner Alley,Apple Pay,processing
643,351,680,46,125.33,4859.6,2021-09-15,9 Saint Paul Alley,PayPal,pending
644,45,718,71,437.61,4522.21,2020-04-07,390 Shoshone Lane,PayPal,shipped
645,809,48,91,164.13,1406.72,2021-02-11,041 Surrey Terrace,credit card,delivered
646,136,12,35,688.7,9582.5,2020-06-05,34171 Fordem Center,PayPal,pending
647,57,896,88,638.38,7499.74,2020-11-22,2 Fulton Drive,credit card,shipped
648,693,545,68,636.88,8573.21,2020-06-10,84384 Little Fleur Center,Apple Pay,delivered
649,250,98,82,868.79,2765.38,2021-12-26,27 Ryan Crossing,PayPal,processing
650,343,429,40,782.57,2050.89,2021-01-10,3933 Sage Lane,PayPal,processing
651,315,737,11,727.96,5214.24,2021-08-13,126 Di Loreto Terrace,Apple Pay,shipped
652,121,657,93,635.65,6069.72,2020-08-28,96 Veith Way,credit card,shipped
653,359,11,37,904.39,2905.67,2021-02-20,329 West Park,credit card,delivered
654,323,323,79,906.52,1666.01,2021-02-01,5048 Texas Junction,credit card,processing
655,475,528,21,469.85,6274.26,2022-02-27,5 Cardinal Lane,credit card,processing
656,874,875,61,300.75,7916.67,2022-05-14,991 Lakeland Crossing,credit card,shipped
657,713,387,7,482.72,2461.84,2021-04-16,707 American Road,PayPal,delivered
658,865,948,64,946.32,2257.52,2021-01-02,175 Randy Way,Apple Pay,pending
659,626,90,93,818.97,5676.68,2021-07-12,944 Hoard Street,credit card,processing
660,130,796,30,945.69,1292.28,2021-07-16,5 Derek Junction,Apple Pay,shipped
661,953,310,24,188.2,6538.01,2021-06-13,7605 Eagan Place,PayPal,pending
662,765,170,54,724.66,7148.93,2022-01-06,3777 Roth Alley,Apple Pay,shipped
663,508,910,24,81.44,5367.12,2020-11-12,12 Claremont Street,credit card,shipped
664,750,519,55,691.04,9190.06,2021-05-13,722 Stuart Point,PayPal,pending
665,863,778,25,490.83,4471.25,2021-04-14,3 Grayhawk Crossing,PayPal,shipped
666,595,47,75,390.73,6390.69,2021-07-09,562 Stephen Road,credit card,shipped
667,382,802,34,682.85,8151.61,2021-04-30,91820 Gale Street,Apple Pay,delivered
668,665,765,7,796.05,9272.42,2021-12-23,50826 Dapin Point,PayPal,shipped
669,588,372,23,661.74,9147.71,2021-04-09,8 Sunbrook Terrace,PayPal,pending
670,283,678,94,78.93,9157.09,2020-07-25,84 Judy Plaza,PayPal,pending
671,619,99,78,234.25,5114.41,2020-05-27,70693 1st Hill,Apple Pay,delivered
672,790,377,11,785.34,2355.49,2021-07-26,10 Bellgrove Crossing,PayPal,pending
673,307,834,52,913.43,2114.88,2022-09-04,235 Hauk Pass,credit card,processing
674,64,731,49,728.01,4425.83,2020-07-20,494 Crescent Oaks Road,Apple Pay,delivered
675,413,131,15,941.87,1173.46,2022-06-10,8 Banding Alley,credit card,shipped
676,271,513,55,863.7,7629.55,2020-10-10,185 4th Trail,Apple Pay,shipped
677,463,493,56,381.77,2106.31,2020-04-25,36817 Hermina Plaza,credit card,pending
678,246,388,79,737.73,3852.34,2020-01-23,190 Orin Road,PayPal,shipped
679,942,32,12,498.52,6259.56,2020-10-15,2928 Lunder Park,credit card,shipped
680,855,350,4,696.14,9454.93,2020-08-13,46 Ridge Oak Drive,Apple Pay,delivered
681,964,666,94,55.02,864.43,2020-01-04,8042 Sutteridge Circle,credit card,pending
682,554,427,25,543.89,2741.68,2020-03-11,353 Macpherson Center,credit card,processing
683,799,394,30,601.91,6392.75,2022-08-12,6643 Glacier Hill Way,Apple Pay,pending
684,408,534,18,319.28,4088.76,2021-03-10,66547 Moose Terrace,credit card,shipped
685,541,764,6,845.49,3584.86,2021-03-31,480 Crowley Avenue,Apple Pay,delivered
686,97,967,84,747.54,5528.28,2020-02-24,8 Meadow Vale Parkway,credit card,delivered
687,995,291,15,281.89,7795.64,2021-04-28,25 Milwaukee Street,credit card,delivered
688,537,653,97,699.42,2169.09,2021-11-08,90 Monument Terrace,PayPal,delivered
689,165,525,12,940.16,6190.5,2021-08-23,0278 Coolidge Drive,PayPal,shipped
690,800,799,38,243.76,2448.42,2021-05-06,153 Kedzie Trail,PayPal,delivered
691,965,334,90,944.71,1010.0,2020-05-08,65983 Dottie Parkway,PayPal,delivered
692,851,357,80,573.34,30.49,2020-10-28,8409 Brown Drive,PayPal,processing
693,652,340,10,366.51,703.53,2020-11-20,259 Brown Court,Apple Pay,processing
694,50,540,45,864.25,6516.22,2022-01-20,24 Bluejay Terrace,credit card,shipped
695,948,614,26,903.07,5162.37,2020-09-07,532 Hoepker Hill,PayPal,delivered
696,872,941,24,526.73,648.27,2021-05-03,78576 Forest Run Park,credit card,processing
697,325,612,66,778.25,8583.82,2020-12-12,5 Ridgeview Park,Apple Pay,processing
698,972,9,41,162.59,1078.13,2020-03-27,43 Ruskin Trail,PayPal,pending
699,10,766,62,683.68,6179.19,2021-02-17,0261 Ryan Avenue,Apple Pay,shipped
700,723,577,28,81.62,2098.97,2020-07-12,41932 Emmet Court,credit card,shipped
701,365,580,36,545.2,631.39,2021-01-07,66 Center Road,Apple Pay,pending
702,71,689,68,204.42,9956.64,2022-10-31,59 Knutson Pass,PayPal,pending
703,411,712,30,779.65,5767.25,2020-01-15,0 Logan Alley,PayPal,delivered
704,256,222,12,775.73,6425.38,2022-11-16,64648 Scoville Avenue,Apple Pay,shipped
705,903,877,98,473.01,4342.45,2022-05-03,8737 Rowland Road,credit card,shipped
706,196,713,82,501.33,7445.79,2021-10-06,7 Dryden Junction,credit card,pending
707,206,21,56,221.66,8188.22,2020-10-11,8 Oakridge Place,credit card,processing
708,932,181,53,853.17,9631.68,2021-05-20,0058 Bashford Place,Apple Pay,shipped
709,113,446,68,310.41,1849.71,2020-05-07,19 Butterfield Point,Apple Pay,pending
710,921,672,83,790.19,6307.55,2020-12-11,1 Nancy Plaza,Apple Pay,shipped
711,653,583,35,570.41,1857.86,2020-06-19,0282 Forest Dale Circle,Apple Pay,processing
712,72,240,75,431.51,3758.46,2022-04-03,8544 Cody Center,credit card,processing
713,820,821,78,149.11,8789.91,2020-12-24,0355 Wayridge Terrace,credit card,processing
714,817,605,14,99.05,9377.23,2020-05-01,460 North Center,Apple Pay,delivered
715,476,874,36,341.48,8643.0,2022-01-19,5 Nancy Court,PayPal,delivered
716,717,281,68,242.84,2908.12,2021-11-24,9354 Pennsylvania Circle,PayPal,shipped
717,539,995,86,480.75,4260.21,2022-08-09,343 Waubesa Way,PayPal,pending
718,115,280,13,960.61,6980.25,2021-09-09,827 Northland Pass,Apple Pay,shipped
719,237,409,82,533.11,3582.15,2020-10-11,2 Buhler Avenue,Apple Pay,delivered
720,737,148,80,99.99,3971.32,2020-08-07,387 Graedel Court,PayPal,shipped
721,481,19,23,441.2,9918.52,2022-11-21,2 Thackeray Hill,PayPal,shipped
722,172,433,1,853.16,483.37,2021-12-18,925 Ridgeview Center,Apple Pay,shipped
723,905,250,99,10.48,3249.56,2020-09-14,43919 Springs Avenue,PayPal,processing
724,956,573,43,575.77,5910.68,2020-12-25,39 Fieldstone Drive,credit card,delivered
725,297,856,49,78.52,7686.16,2022-03-19,136 Anzinger Hill,PayPal,pending
726,988,25,60,238.28,102.7,2020-07-14,2161 Tennessee Street,Apple Pay,delivered
727,35,753,60,405.23,3393.15,2021-02-17,59998 Gulseth Circle,credit card,processing
728,190,984,34,789.6,7500.57,2021-04-10,32 Stoughton Parkway,Apple Pay,delivered
729,497,163,14,752.64,9655.62,2021-11-24,325 Nancy Circle,PayPal,pending
730,298,813,6,866.51,3067.91,2022-02-11,2441 Lakewood Trail,credit card,pending
731,11,750,5,932.84,731.81,2020-06-15,8 Huxley Road,credit card,shipped
732,203,998,19,466.67,4858.69,2020-07-27,057 3rd Street,PayPal,delivered
733,201,598,80,459.22,4739.35,2020-12-04,9772 Hoffman Terrace,Apple Pay,shipped
734,117,242,93,486.59,6584.63,2020-11-29,7364 Nancy Alley,credit card,shipped
735,830,137,95,319.78,8758.97,2021-09-09,53245 South Point,Apple Pay,processing
736,470,958,9,162.53,6265.22,2020-05-07,004 Mcbride Street,PayPal,delivered
737,275,707,3,814.68,9513.84,2022-05-03,5 Vera Terrace,PayPal,pending
738,285,826,19,425.58,1712.75,2021-05-16,0 Eagle Crest Parkway,PayPal,pending
739,349,916,32,342.65,1352.66,2020-07-14,0 Bobwhite Avenue,credit card,pending
740,31,822,50,58.0,3627.03,2021-06-28,79968 Graceland Drive,PayPal,pending
741,228,882,87,71.74,3701.2,2020-09-25,21 Morning Plaza,credit card,delivered
742,558,708,49,678.78,9281.12,2021-11-28,47842 Monica Plaza,Apple Pay,processing
743,450,523,50,922.99,7649.34,2020-10-22,3291 Haas Parkway,credit card,pending
744,492,472,68,738.66,7208.61,2020-12-29,86044 1st Crossing,PayPal,pending
745,957,392,30,316.24,4706.28,2021-02-18,632 Bonner Lane,PayPal,shipped
746,458,676,74,690.26,1459.38,2021-05-16,1834 Dovetail Park,Apple Pay,shipped
747,678,278,25,154.59,755.55,2020-07-06,0 Laurel Way,Apple Pay,shipped
748,401,637,23,285.76,3288.24,2022-09-14,5481 Petterle Plaza,Apple Pay,processing
749,143,214,80,521.87,613.09,2020-08-17,8429 Bellgrove Hill,Apple Pay,pending
750,59,211,83,449.9,4981.16,2020-06-19,4 Arizona Trail,credit card,processing
751,339,74,47,923.59,3388.31,2022-12-22,93 Westridge Junction,PayPal,shipped
752,48,13,86,58.11,342.19,2022-06-10,334 Farwell Drive,Apple Pay,processing
753,324,601,20,637.36,387.5,2021-12-31,22 Upham Lane,PayPal,pending
754,75,530,68,4.21,3235.19,2021-08-22,6858 Linden Pass,credit card,shipped
755,583,492,68,349.55,311.75,2020-06-19,32 Cardinal Circle,PayPal,processing
756,869,539,59,879.37,7114.94,2020-01-25,8050 Vernon Street,credit card,processing
757,484,478,31,434.77,4072.85,2020-02-23,797 Bonner Plaza,PayPal,processing
758,961,725,61,868.15,8751.27,2021-04-03,8 Reinke Court,credit card,processing
759,96,917,19,681.57,1286.86,2021-08-16,363 Fulton Way,PayPal,processing
760,433,667,56,53.9,1958.2,2021-05-14,0 Doe Crossing Court,Apple Pay,delivered
761,870,91,52,624.66,119.61,2022-10-18,872 Vera Pass,Apple Pay,shipped
762,688,140,3,818.15,4368.94,2020-09-04,6 Morning Center,Apple Pay,processing
763,264,176,16,726.87,5857.42,2020-02-23,72 Pankratz Parkway,PayPal,delivered
764,884,853,17,226.52,7012.94,2021-11-07,0 Blue Bill Park Crossing,credit card,delivered
765,603,812,35,251.66,759.06,2020-01-06,89 Butterfield Avenue,Apple Pay,delivered
766,703,184,12,507.61,291.15,2022-04-08,4 Nova Center,Apple Pay,delivered
767,330,69,49,711.88,8598.17,2021-08-25,321 Meadow Vale Court,credit card,delivered
768,775,679,18,941.83,6290.87,2022-02-08,56775 Mariners Cove Center,PayPal,processing
769,400,533,32,588.7,9335.99,2021-10-09,684 Hazelcrest Park,PayPal,delivered
770,710,15,93,616.88,3873.16,2022-11-27,49232 Di Loreto Road,Apple Pay,processing
771,115,24,93,794.8,5217.83,2021-01-02,2 Elmside Crossing,credit card,processing
772,12,81,62,905.84,4671.39,2020-08-30,93 Melrose Junction,credit card,delivered
773,563,556,16,956.54,6536.81,2020-02-22,16169 Merry Circle,Apple Pay,shipped
774,298,719,20,238.1,8006.0,2022-01-18,200 Johnson Place,PayPal,pending
775,398,755,89,822.76,9393.85,2020-01-06,286 Stoughton Way,PayPal,pending
776,860,541,9,22.04,1554.42,2020-01-07,596 Meadow Vale Court,Apple Pay,shipped
777,700,991,8,434.61,7514.55,2021-04-18,22 Melvin Park,credit card,pending
778,304,780,47,805.81,4477.37,2020-04-28,8264 Novick Place,PayPal,delivered
779,713,847,48,96.76,1989.46,2021-01-23,2425 Pond Terrace,credit card,shipped
780,633,268,98,515.94,1404.44,2022-11-11,9449 Lerdahl Drive,credit card,delivered
781,889,555,28,322.14,4940.35,2022-04-13,5 Alpine Plaza,credit card,delivered
782,496,868,3,714.95,2433.42,2022-09-07,91 Weeping Birch Avenue,credit card,shipped
783,462,717,58,824.16,2013.9,2021-12-25,3 Carberry Center,PayPal,pending
784,624,73,96,771.39,739.99,2022-07-22,72718 Shelley Pass,Apple Pay,delivered
785,426,994,4,32.69,1057.28,2021-03-10,71 La Follette Center,Apple Pay,pending
786,128,486,70,279.35,9073.1,2022-06-22,32 Maple Wood Pass,PayPal,pending
787,891,602,89,250.38,2430.27,2022-12-15,3823 Eagle Crest Center,credit card,pending
788,678,25,9,785.27,1135.86,2021-04-24,846 Fuller Parkway,Apple Pay,shipped
789,192,932,50,468.15,9548.07,2020-05-27,37671 High Crossing Plaza,Apple Pay,shipped
790,5,977,34,239.57,8551.14,2020-01-20,0231 Maple Crossing,PayPal,pending
791,559,601,33,894.91,204.57,2020-05-18,682 Karstens Road,Apple Pay,shipped
792,497,655,5,941.52,307.7,2020-11-02,74 Schlimgen Circle,PayPal,pending
793,435,58,83,478.31,866.62,2021-09-25,1539 Hagan Drive,PayPal,shipped
794,490,217,3,794.29,5982.09,2022-11-08,79 7th Avenue,PayPal,pending
795,186,876,77,874.17,62.49,2022-12-30,66775 Sullivan Park,Apple Pay,delivered
796,210,722,16,273.35,5484.56,2021-01-03,532 Maryland Junction,PayPal,pending
797,353,743,95,145.08,26.06,2021-09-30,39 Morningstar Parkway,PayPal,pending
798,677,411,94,382.61,2742.39,2020-02-23,00 Waywood Park,credit card,delivered
799,799,338,49,55.15,9687.2,2020-02-23,2047 Sullivan Circle,Apple Pay,delivered
800,123,191,93,598.66,8251.38,2022-06-01,002 Sloan Road,PayPal,pending
801,436,119,69,157.73,4104.57,2021-10-15,7 Maple Hill,PayPal,pending
802,595,626,49,64.59,4691.41,2021-07-10,6739 Troy Alley,PayPal,processing
803,96,629,7,924.53,3963.03,2020-10-13,84278 Cardinal Lane,PayPal,pending
804,263,877,7,835.38,2590.01,2020-06-23,0 Milwaukee Crossing,Apple Pay,shipped
805,841,406,93,612.33,7092.24,2021-03-26,9936 Upham Street,credit card,delivered
806,334,590,98,199.52,9824.52,2022-05-20,289 Fisk Way,PayPal,delivered
807,249,394,45,519.11,1475.6,2022-07-26,660 Emmet Parkway,Apple Pay,processing
808,100,17,6,233.16,9947.24,2022-07-07,73071 Logan Junction,Apple Pay,pending
809,185,388,24,843.92,8526.46,2020-09-02,3619 Sommers Hill,Apple Pay,processing
810,553,103,51,773.87,8781.91,2020-09-04,757 Straubel Court,PayPal,shipped
811,615,143,15,257.62,9115.87,2022-07-28,9 Nevada Pass,Apple Pay,pending
812,216,961,38,626.66,2244.67,2020-10-04,67220 Anhalt Court,credit card,shipped
813,880,494,56,104.0,4471.78,2022-02-05,71131 Summerview Avenue,credit card,processing
814,910,659,74,931.43,8396.47,2022-05-04,88660 Sullivan Way,Apple Pay,processing
815,162,779,38,303.97,5063.08,2020-09-02,8 Spaight Point,Apple Pay,pending
816,754,283,14,681.55,1384.87,2021-03-30,876 Badeau Center,credit card,shipped
817,131,315,81,679.59,9012.97,2021-12-23,05 Corben Drive,Apple Pay,delivered
818,558,866,8,225.07,4634.73,2020-02-17,94539 Rowland Center,PayPal,shipped
819,523,376,72,648.11,5309.87,2020-07-23,347 Iowa Avenue,PayPal,shipped
820,151,111,39,281.22,8148.64,2020-04-19,1 Kedzie Lane,PayPal,delivered
821,456,526,9,978.15,878.93,2021-06-01,96 Scoville Place,Apple Pay,processing
822,256,739,98,89.76,2204.92,2022-11-09,712 Towne Lane,credit card,shipped
823,760,603,74,280.68,1041.63,2022-01-19,6242 Emmet Road,credit card,delivered
824,989,615,94,593.15,2643.79,2021-09-01,945 Sugar Avenue,credit card,processing
825,512,336,71,934.84,4883.99,2022-02-04,7 Center Way,PayPal,delivered
826,985,553,95,348.64,277.34,2021-08-14,4561 Marquette Way,Apple Pay,processing
827,872,123,51,491.66,4520.94,2021-10-24,8208 Forest Parkway,PayPal,processing
828,322,63,48,283.25,3473.96,2021-10-04,930 Lillian Street,PayPal,shipped
829,998,879,69,857.59,5849.43,2020-08-08,543 Maywood Road,credit card,processing
830,871,292,35,911.49,6812.74,2020-12-12,1 Porter Place,Apple Pay,processing
831,69,487,5,96.13,1110.62,2020-10-26,33 Westridge Court,credit card,shipped
832,409,246,44,919.75,3491.41,2022-01-08,0712 Schurz Place,PayPal,processing
833,947,670,4,270.35,7494.82,2021-07-20,901 Gulseth Trail,Apple Pay,processing
834,52,453,12,383.89,5973.78,2022-01-29,0827 Goodland Plaza,credit card,shipped
835,289,291,23,609.69,6207.94,2022-02-20,86 Clarendon Street,Apple Pay,processing
836,54,555,3,250.73,7039.72,2020-04-14,4 Morrow Hill,PayPal,pending
837,917,551,70,745.31,2785.36,2022-05-21,6 Duke Parkway,Apple Pay,shipped
838,986,540,41,387.2,4808.71,2020-08-04,68958 La Follette Parkway,PayPal,pending
839,205,110,6,482.0,2223.27,2021-05-04,2571 Cardinal Avenue,Apple Pay,delivered
840,526,660,17,782.98,796.74,2021-08-19,8048 Shoshone Place,credit card,delivered
841,580,170,81,234.48,2851.46,2021-12-09,777 Mariners Cove Avenue,credit card,shipped
842,333,646,51,300.94,5444.35,2021-04-11,581 Pepper Wood Lane,Apple Pay,processing
843,736,853,29,38.47,5034.01,2021-03-22,1 Karstens Pass,credit card,delivered
844,714,468,60,139.36,1749.34,2022-11-17,300 Monica Terrace,credit card,processing
845,796,558,1,605.29,4221.62,2020-07-17,80217 Stone Corner Point,Apple Pay,processing
846,634,641,92,438.95,7672.37,2022-08-03,1339 Del Sol Drive,Apple Pay,delivered
847,449,835,35,406.21,8538.66,2021-08-27,99 Shasta Parkway,credit card,delivered
848,980,541,47,249.27,1905.82,2022-06-26,284 Veith Hill,credit card,processing
849,116,87,5,380.9,5707.44,2021-10-24,0191 Sunfield Alley,PayPal,delivered
850,119,433,95,32.72,9896.45,2021-07-06,336 Talmadge Lane,PayPal,delivered
851,47,620,38,718.34,6930.78,2022-04-13,249 Arizona Point,PayPal,delivered
852,445,664,96,602.11,5522.8,2022-10-16,530 5th Avenue,credit card,pending
853,417,765,78,810.05,4857.55,2021-04-23,264 Lawn Trail,credit card,delivered
854,601,451,92,464.24,3384.27,2022-02-12,14 Mesta Crossing,Apple Pay,delivered
855,75,457,54,888.96,2972.71,2022-05-02,04424 Thompson Street,Apple Pay,delivered
856,663,202,95,236.11,7377.24,2020-12-21,1018 Nova Hill,PayPal,processing
857,738,133,6,713.83,3237.24,2020-02-10,345 Tennessee Plaza,credit card,pending
858,378,240,95,834.49,8514.01,2021-03-01,4 Fremont Crossing,credit card,processing
859,903,643,12,503.32,426.0,2021-05-30,27 Sommers Lane,PayPal,delivered
860,648,504,13,235.52,3046.87,2021-05-08,5 Lakewood Alley,PayPal,processing
861,921,269,23,522.05,51.65,2020-05-16,93 Hayes Street,credit card,shipped
862,451,967,51,88.68,6501.72,2021-03-24,93784 Sheridan Circle,credit card,processing
863,495,258,49,122.91,4976.58,2022-09-23,66 Myrtle Junction,credit card,shipped
864,236,163,66,284.24,486.77,2022-04-24,8771 Vermont Way,PayPal,processing
865,811,438,31,904.23,887.6,2021-09-28,62903 Corscot Road,credit card,shipped
866,74,126,11,163.05,6351.09,2022-02-08,061 Kenwood Court,PayPal,shipped
867,288,418,100,767.96,9071.63,2021-07-19,2461 Bunting Court,PayPal,processing
868,640,716,15,20.14,2110.54,2022-09-10,496 Wayridge Alley,Apple Pay,delivered
869,217,231,31,33.65,1398.87,2020-10-11,03 Main Terrace,PayPal,delivered
870,909,426,23,198.28,6450.02,2022-12-25,76 Anderson Lane,Apple Pay,pending
871,735,203,8,471.86,5736.83,2022-08-04,5515 Hintze Pass,credit card,delivered
872,329,556,71,616.91,3446.22,2021-03-06,4987 Forest Run Pass,PayPal,shipped
873,935,744,81,252.42,9891.15,2021-02-26,6 Veith Trail,PayPal,delivered
874,231,45,50,380.07,5937.82,2022-08-05,0422 Eagle Crest Road,Apple Pay,pending
875,7,74,4,213.59,2270.81,2020-10-24,079 Debra Hill,PayPal,processing
876,250,921,45,664.63,3541.69,2020-08-23,44693 Randy Pass,credit card,shipped
877,157,477,27,427.27,8327.95,2022-09-01,83 Iowa Center,Apple Pay,shipped
878,812,159,78,88.51,120.32,2020-01-16,80 Talmadge Terrace,credit card,pending
879,144,668,80,720.56,6338.38,2022-12-07,82760 4th Hill,credit card,delivered
880,577,77,22,444.59,3520.8,2021-05-10,2 Cordelia Hill,Apple Pay,shipped
881,729,631,14,157.34,6372.16,2020-11-20,21 Pepper Wood Point,credit card,shipped
882,441,726,16,447.46,8802.71,2020-03-30,433 Fulton Street,PayPal,processing
883,31,150,57,686.37,5449.89,2020-08-03,4 6th Street,credit card,pending
884,532,31,75,344.9,5424.43,2021-05-19,67 Butternut Center,credit card,pending
885,988,396,88,833.36,2623.94,2022-06-10,79 Monument Drive,Apple Pay,pending
886,357,35,93,593.17,7747.7,2021-03-04,89089 Forest Dale Avenue,Apple Pay,pending
887,568,366,23,397.39,3916.58,2022-05-20,1922 Sutteridge Center,Apple Pay,delivered
888,787,537,52,405.09,9087.31,2020-05-14,0769 Welch Place,Apple Pay,pending
889,879,310,59,778.59,8258.66,2022-10-02,29 Mandrake Alley,credit card,delivered
890,221,549,4,619.3,3611.25,2022-05-31,66399 Jay Road,PayPal,processing
891,727,706,16,369.1,7023.9,2021-04-02,104 Colorado Pass,Apple Pay,shipped
892,362,688,63,795.4,9512.18,2020-12-13,61 Grim Road,credit card,shipped
893,933,978,1,545.1,1874.17,2020-02-15,3 Garrison Way,Apple Pay,shipped
894,261,13,24,313.6,4136.88,2022-08-19,66733 Bellgrove Drive,Apple Pay,pending
895,428,107,67,258.53,1015.76,2022-04-23,409 Johnson Trail,Apple Pay,processing
896,772,193,11,319.96,6308.5,2021-06-14,17896 Corry Road,PayPal,shipped
897,367,612,67,945.01,90.66,2020-07-19,5114 Del Sol Circle,Apple Pay,pending
898,938,459,97,84.79,3047.04,2020-03-28,05 Meadow Vale Plaza,credit card,shipped
899,965,467,49,417.16,6064.98,2021-06-14,49 Moland Way,Apple Pay,processing
900,458,296,36,167.56,2302.46,2022-07-22,231 American Road,Apple Pay,shipped
901,804,47,45,718.16,6313.91,2022-04-29,4186 Nelson Trail,PayPal,pending
902,993,236,6,782.7,6192.57,2020-11-23,2133 Anniversary Parkway,PayPal,pending
903,137,499,38,104.51,8761.65,2022-12-05,3386 Dottie Center,Apple Pay,delivered
904,325,168,95,53.51,6718.65,2022-06-16,52218 Chive Avenue,credit card,pending
905,160,800,63,800.65,2209.93,2020-05-20,60535 Summit Pass,credit card,delivered
906,801,832,41,341.92,4753.8,2021-04-13,082 Redwing Alley,credit card,shipped
907,179,796,43,953.18,6699.86,2020-04-08,2 Prentice Road,Apple Pay,delivered
908,312,2,18,843.02,481.96,2020-06-12,2421 Scoville Hill,Apple Pay,shipped
909,652,845,71,828.11,4337.19,2022-03-04,14587 Pankratz Alley,Apple Pay,delivered
910,471,799,26,483.73,5186.42,2020-02-06,5 Oneill Pass,Apple Pay,delivered
911,341,115,21,501.29,2199.84,2021-05-25,27 Larry Trail,Apple Pay,shipped
912,531,560,51,713.65,2058.95,2020-10-09,20835 Namekagon Crossing,PayPal,pending
